,level_0,index,Model,Params,MSE,Dataset 
4103,2,2,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4104,42,42,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4105,162,162,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4106,2922,2922,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4107,122,122,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4108,1842,1842,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4109,2882,2882,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4110,1922,1922,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4111,1722,1722,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4112,2442,2442,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4113,1802,1802,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4114,1962,1962,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4115,1762,1762,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4116,3322,3322,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4117,3042,3042,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4118,1002,1002,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4119,1042,1042,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4120,642,642,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4121,3842,3842,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4122,3522,3522,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4123,2162,2162,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4124,1082,1082,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4125,3562,3562,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4126,3482,3482,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4127,602,602,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4128,2322,2322,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4129,3882,3882,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4130,2682,2682,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4131,3442,3442,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4132,1162,1162,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4133,2122,2122,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4134,1122,1122,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4135,2282,2282,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4136,2562,2562,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4137,682,682,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4138,3722,3722,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4139,2242,2242,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4140,802,802,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4141,2602,2602,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4142,762,762,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4143,842,842,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4144,3762,3762,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4145,3682,3682,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4146,882,882,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4147,3642,3642,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4148,722,722,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4149,922,922,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2400, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4150,2202,2202,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4151,3602,3602,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4152,962,962,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 2500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4153,3802,3802,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 9600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4154,2642,2642,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4155,562,562,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1500, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4156,3402,3402,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8600, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4157,1202,1202,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4158,1242,1242,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3200, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4159,1482,1482,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4160,362,362,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 1000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4161,3162,3162,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 8000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4162,1522,1522,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 3900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4163,322,322,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4164,2002,2002,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 5100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4165,3122,3122,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7900, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4166,1562,1562,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4000, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4167,282,282,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 800, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4168,2482,2482,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 6300, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4169,1602,1602,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 4100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4170,2802,2802,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 7100, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
4171,242,242,Lasso LARS Regression,"{'alpha': 0.25, 'copy_X': True, 'fit_intercept': True, 'max_iter': 700, 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",5524605957.636832,CO2
